rowid,ID,Latitude,Longitude
2946,GID_4025,39.3411111111111,-0.374722222222222
2947,GID_4026,39.3391666666667,-0.321944444444444
2948,GID_4027,39.3513888888889,-0.339444444444444
2949,GID_4028,39.3277777777778,-0.361388888888889
2950,GID_4029,39.3233333333333,-0.334722222222222
2951,GID_4030,40.9108333333333,-3.47777777777778
2952,GID_4031,39.3769444444444,-5.00222222222222
2953,GID_4032,39.3182238315478,-4.86363892119093
2954,GID_4033,38.8419444444444,-5.09777777777778
2955,GID_4034,38.9286111111111,-5.22194444444445
2956,GID_4035,39.8080555555556,-5.46027777777778
2957,GID_4036,39.7925,-5.58638888888889
2958,GID_4037,40.9341666666667,-3.80527777777778
2959,GID_4038,40.4263888888889,-4.60055555555556
2960,GID_4039,40.425,-4.54972222222222
2961,GID_4040,42.1194444444444,-6.70805555555556
2962,GID_4041,42.1222222222222,-6.72444444444444
2963,GID_4042,42.0183333333333,-6.47388888888889
2964,GID_4043,41.9830555555556,-6.28861111111111
2965,GID_4044,41.5422222222222,-5.97916666666667
2966,GID_4045,41.5905555555555,-5.98
2967,GID_4046,40.5630555555556,-4.04888888888889
2968,GID_4047,40.5366666666667,-4.055
2969,GID_4048,42.9280554974076,-2.57100221602746
2970,GID_4049,42.7983333333333,-4.29611111111111
2971,GID_4050,42.8102777777778,-4.31638888888889
2972,GID_4051,42.9759319459716,-4.08125738181621
2973,GID_4052,42.9766666666667,-5.0225
2974,GID_4053,42.9455555555556,-5.07194444444444
2975,GID_4054,39.3291666666667,-0.332777777777778
2976,GID_4055,39.3236111111111,-0.333611111111111
2977,GID_4056,39.3536111111111,-0.358333333333333
2978,GID_4057,39.3380555555556,-0.336388888888889
2979,GID_4058,39.3413888888889,-0.374722222222222
2980,GID_4059,39.3519444444444,-0.337777777777778
2981,GID_4060,40.3833333333333,-4.33555555555556
2982,GID_4061,40.3758333333333,-4.31916666666667
2983,GID_4062,41.2661111111111,-6.305
2984,GID_4063,40.9438888888889,-3.77694444444444
2985,GID_4064,41.0169444444444,-3.02638888888889
2986,GID_4065,38.1664172697193,-3.47698562473121
2987,GID_4066,38.0938888888889,-3.48861111111111
2988,GID_4067,37.2569444444444,-4.32916666666667
2989,GID_4068,37.2852777777778,-4.36527777777778
2990,GID_4069,38.8127777777778,-0.355
2991,GID_4070,39.2527034083674,-0.928022179962581
2992,GID_4071,39.6438888888889,-2.21194444444444
2993,GID_4072,39.5675,-2.10972222222222
2994,GID_4073,39.3383333333333,-0.323888888888889
2995,GID_4074,42.0394444444444,0.656666666666667
2996,GID_4075,42.0347222222222,0.653888888888889
2997,GID_4076,41.9822222222222,0.633611111111111
2998,GID_4077,41.9933333333333,0.615
2999,GID_4078,41.9769444444444,1.24361111111111
3000,GID_4079,41.9688888888889,1.23638888888889
3001,GID_4080,41.965,1.20138888888889
3002,GID_4081,41.9444444444444,1.19861111111111
3003,GID_4082,42.0628586153025,0.888013901621916
3004,GID_4083,42.0752777777778,0.893055555555556
3005,GID_4084,42.2230555555555,0.971666666666667
3006,GID_4085,42.2102777777778,0.961388888888889
3007,GID_4086,42.1902777777778,0.930833333333334
3008,GID_4087,42.2013888888889,0.954444444444444
3009,GID_4088,40.1016666666667,-5.30888888888889
3010,GID_4089,39.8072222222222,-5.44138888888889
3011,GID_4090,40.0844444444444,-5.29333333333333
3012,GID_4091,40.1,-5.3
3013,GID_4092,40.1080555555556,-5.28361111111111
3014,GID_4093,40.1072222222222,-5.31944444444444
3015,GID_4094,40.0844444444444,-5.29333333333333
3016,GID_4095,40.1,-5.3
3017,GID_4096,40.0844444444444,-5.29333333333333
3018,GID_4097,40.1080555555556,-5.28361111111111
3019,GID_4098,40.1072222222222,-5.31944444444444
3020,GID_4099,40.0944444444444,-5.30972222222222
3021,GID_4100,40.1072222222222,-5.31944444444444
3022,GID_4101,40.1080555555556,-5.28361111111111
3023,GID_4102,40.1080555555556,-5.28361111111111
3024,GID_4103,40.1080555555556,-5.28361111111111
3025,GID_4104,40.1080555555556,-5.28361111111111
3026,GID_4105,40.1080555555556,-5.28361111111111
3027,GID_4106,40.1080555555556,-5.28361111111111
3028,GID_4107,40.1080555555556,-5.28361111111111
3029,GID_4108,40.1080555555556,-5.28361111111111
3030,GID_4109,40.0944444444444,-5.30972222222222
3031,GID_4110,40.0844444444444,-5.29333333333333
3032,GID_4111,40.0944444444444,-5.30972222222222
3033,GID_4112,40.1072222222222,-5.31944444444444
3034,GID_4113,40.1080555555556,-5.28361111111111
3035,GID_4114,40.1080555555556,-5.28361111111111
3036,GID_4115,40.1080555555556,-5.28361111111111
3037,GID_4116,40.1080555555556,-5.28361111111111
3038,GID_4117,40.0844444444444,-5.29333333333333
3039,GID_4118,40.0944444444444,-5.30972222222222
3040,GID_4119,40.1072222222222,-5.31944444444444
3041,GID_4120,40.1080555555556,-5.28361111111111
3042,GID_4121,40.1080555555556,-5.28361111111111
3043,GID_4122,40.1080555555556,-5.28361111111111
3044,GID_4123,40.1080555555556,-5.28361111111111
3045,GID_4124,40.1072222222222,-5.31944444444444
3046,GID_4125,40.1080555555556,-5.28361111111111
3047,GID_4126,40.0944444444444,-5.30972222222222
3048,GID_4127,40.0844444444444,-5.29333333333333
3049,GID_4128,40.0944444444444,-5.30972222222222
3050,GID_4129,40.0844444444444,-5.29333333333333
3051,GID_4130,40.0944444444444,-5.30972222222222
3052,GID_4131,40.1080555555556,-5.28361111111111
3053,GID_4132,40.1072222222222,-5.31944444444444
3054,GID_4133,40.1080555555556,-5.28361111111111
3055,GID_4134,40.1072222222222,-5.31944444444444
3056,GID_4135,40.0944444444444,-5.30972222222222
3057,GID_4136,40.1091666666667,-5.28277777777778
3058,GID_4137,40.0947222222222,-5.30916666666667
3059,GID_4138,40.0383333333333,-5.11611111111111
3060,GID_4139,40.0455555555556,-5.10111111111111
3061,GID_4140,40.0463888888889,-5.14
3062,GID_4141,38.7641666666667,-3.78527777777778
3063,GID_4142,39.3294444444444,-0.329166666666667
3064,GID_4143,39.3183333333333,-0.354722222222222
3065,GID_4144,39.3213888888889,-0.384722222222222
3066,GID_4145,39.3341666666667,-0.368888888888889
3067,GID_4146,39.3466666666667,-0.328888888888889
3068,GID_4147,39.3336111111111,-0.368333333333333
3069,GID_4148,39.3302777777778,-0.329722222222222
3070,GID_4149,41.8541666666667,-2.76305555555555
3071,GID_4150,41.8544444444444,-2.76527777777778
3072,GID_4151,41.8541666666667,-2.75805555555556
3073,GID_4152,39.3288888888889,-0.372777777777778
3074,GID_4153,39.3305555555556,-0.369722222222222
3075,GID_4154,39.3280555555556,-0.369444444444444
3076,GID_4155,39.3288888888889,-0.369444444444445
3077,GID_4156,39.3238888888889,-0.364166666666667
3078,GID_4157,39.3441666666667,-0.358055555555556
3079,GID_4158,39.345,-0.338055555555556
3080,GID_4159,39.3411111111111,-0.349444444444444
3081,GID_4160,39.3386111111111,-0.3475
3082,GID_4161,39.3375,-0.342222222222222
3083,GID_4162,41.8580555555556,-2.73611111111111
3084,GID_4163,41.8572222222222,-2.73777777777778
3085,GID_4164,41.8566666666667,-0.411666666666667
3086,GID_4165,41.8547222222222,-2.73083333333333
3087,GID_4166,37.2816666666667,-4.34222222222222
3088,GID_4167,37.2825,-4.33805555555556
3089,GID_4168,37.28,-4.34111111111111
3090,GID_4169,37.2777777777778,-4.34388888888889
3091,GID_4170,37.2780555555555,-4.33722222222222
3092,GID_4171,37.2836111111111,-4.36972222222222
3093,GID_4172,37.2836111111111,-4.36972222222222
3094,GID_4173,37.2813888888889,-4.37416666666667
3095,GID_4174,37.2791666666667,-4.37138888888889
3096,GID_4175,37.2797222222222,-4.36527777777778
3097,GID_4176,41.2583333333333,-6.27777777777778
3098,GID_4177,41.2580555555556,-6.27027777777778
3099,GID_4178,41.2558333333333,-6.27472222222222
3100,GID_4179,41.2538888888889,-6.27722222222222
3101,GID_4180,41.2541666666667,-6.27111111111111
3102,GID_4181,41.2225,-6.295
3103,GID_4182,41.2230555555555,-6.28888888888889
3104,GID_4183,41.2205555555556,-6.29222222222222
3105,GID_4184,41.2183333333333,-6.29527777777778
3106,GID_4185,41.2183333333333,-6.28916666666667
3107,GID_4186,39.7071618009912,-6.48067682537711
3108,GID_4187,39.7139442495834,-6.4666525701624
3109,GID_4188,39.7052777777778,-6.4758333333333304
3110,GID_4189,39.7167521251406,-6.46334288996369
3111,GID_4190,39.7213888888889,-6.47916666666667
3112,GID_4191,39.7277777777778,-6.47138888888889
3113,GID_4192,40.1038888888889,-5.31305555555556
3114,GID_4193,40.1038888888889,-5.30722222222222
3115,GID_4194,40.1016666666667,-5.31
3116,GID_4195,40.0994444444444,-5.31277777777778
3117,GID_4196,40.0994444444444,-5.30694444444445
3118,GID_4197,38.353384,-6.6647121
3119,GID_4198,38.3035172,-6.6657704
3120,GID_4199,38.3035172,-6.6657704
3121,GID_4270,36.1492,140.3248667
3122,GID_4271,36.1377,140.3403667
3123,GID_4272,36.1217,140.3775333
3124,GID_4273,36.0892,140.3982
3125,GID_4274,36.06503333,140.2332167
3126,GID_4275,36.04536667,140.2995333
3127,GID_4276,36.0357,140.4037
3128,GID_4277,36.00838333,140.4358667
3129,GID_4278,35.97655,140.4722
3130,GID_4279,36.1492,140.3248667
3131,GID_4280,36.1217,140.3775333
3132,GID_4281,36.06503333,140.2332167
3133,GID_4282,36.0357,140.4037
3134,GID_4283,36.00838333,140.4358667
3135,GID_4284,35.97655,140.4722
3136,GID_4285,36.06503333,140.2332167
3137,GID_4286,36.0357,140.4037
3138,GID_4287,36.00838333,140.4358667
3139,GID_4288,35.97655,140.4722
3140,GID_4289,36.1492,140.3248667
3141,GID_4290,36.1377,140.3403667
3142,GID_4291,36.1217,140.3775333
3143,GID_4292,36.0892,140.3982
3144,GID_4293,36.08186667,140.2203833
3145,GID_4294,36.06503333,140.2332167
3146,GID_4295,36.04536667,140.2995333
3147,GID_4296,36.0357,140.4037
3148,GID_4297,36.00838333,140.4358667
3149,GID_4298,35.97655,140.4722
3150,GID_4299,36.1492,140.3248667
3151,GID_4300,36.1377,140.3403667
3152,GID_4301,36.1217,140.3775333
3153,GID_4302,36.0892,140.3982
3154,GID_4303,36.08186667,140.2203833
3155,GID_4304,36.06503333,140.2332167
3156,GID_4305,36.04536667,140.2995333
3157,GID_4306,36.0357,140.4037
3158,GID_4307,36.00838333,140.4358667
3159,GID_4308,35.97655,140.4722
3160,GID_4309,36.1492,140.3248667
3161,GID_4310,36.1377,140.3403667
3162,GID_4311,36.1217,140.3775333
3163,GID_4312,36.0892,140.3982
3164,GID_4313,36.08186667,140.2203833
3165,GID_4314,36.06503333,140.2332167
3166,GID_4315,36.04536667,140.2995333
3167,GID_4316,36.0357,140.4037
3168,GID_4317,36.00838333,140.4358667
3169,GID_4318,35.97655,140.4722
3170,GID_4319,36.1492,140.3248667
3171,GID_4320,36.1377,140.3403667
3172,GID_4321,36.1217,140.3775333
3173,GID_4322,36.0892,140.3982
3174,GID_4323,36.08186667,140.2203833
3175,GID_4324,36.06503333,140.2332167
3176,GID_4325,36.04536667,140.2995333
3177,GID_4326,36.0357,140.4037
3178,GID_4327,36.00838333,140.4358667
3179,GID_4328,35.97655,140.4722
3180,GID_4329,36.1492,140.3248667
3181,GID_4330,36.1377,140.3403667
3182,GID_4331,36.1217,140.3775333
3183,GID_4332,36.0892,140.3982
3184,GID_4333,36.08186667,140.2203833
3185,GID_4334,36.06503333,140.2332167
3186,GID_4335,36.0357,140.4037
3187,GID_4336,36.00838333,140.4358667
3188,GID_4337,35.97655,140.4722
3189,GID_4394,26.716131,-82.240358
3190,GID_4395,39.0573833333333,-75.3766
3191,GID_4396,39.06155,-75.3844666666667
3192,GID_4397,39.0684333333333,-75.3904833333333
3193,GID_4398,39.0779166666667,-75.39485
3194,GID_4399,39.05255,-75.3981833333333
3195,GID_4400,39.0664666666667,-75.4044166666667
3196,GID_4401,39.0724666666667,-75.4092666666667
3197,GID_4402,39.0331666666667,-75.4099833333333
3198,GID_4403,39.0702,-75.4187833333333
3199,GID_4404,39.01555,-75.4348166666667
3200,GID_4405,39.0774333333333,-75.4394833333333
3201,GID_4406,39.0118,-75.4551166666667
3202,GID_4407,39.085,-75.4607
3203,GID_4408,39.1041333333333,-75.4734666666667
3204,GID_4409,39.1148833333333,-75.4989
3205,GID_4410,39.14585,-75.5121166666667
3206,GID_4411,39.1278,-75.5215166666667
3207,GID_4414,39.18335,-75.5476
3208,GID_4415,39.0857,-75.5599166666667
3209,GID_4416,39.404981,-75.599422
3210,GID_4417,39.431019,-75.599422
3211,GID_4418,39.392658,-75.620588
3212,GID_4419,39.3867666666667,-75.63675
3213,GID_4420,38.22903,-75.82107
3214,GID_4421,38.21215,-75.82685
3215,GID_4422,38.25637,-75.83367
3216,GID_4423,38.22167,-75.83956
3217,GID_4429,39.44569,-76.2439
3218,GID_4430,39.42079,-76.2465
3219,GID_4431,39.3504,-76.24969
3220,GID_4432,39.38428,-76.26059
3221,GID_4433,39.44586,-76.26957
3222,GID_4434,39.44514,-76.27518
3223,GID_4435,36.8880415,-76.2766935
3224,GID_4438,36.8858285,-76.2939393333333
3225,GID_4440,36.9061301666667,-76.3020383333333
3226,GID_4441,35.05055,-76.3032
3227,GID_4442,36.9070166666667,-76.3090333333333
3228,GID_4443,38.31113,-76.31043
3229,GID_4444,36.9066573333333,-76.3139715
3230,GID_4445,36.974748,-76.327879
3231,GID_4446,36.8831498333333,-76.3331821666667
3232,GID_4447,37.2389,-76.37235
3233,GID_4448,38.32708,-76.3773
3234,GID_4449,37.23235,-76.4030166666667
3235,GID_4450,37.2382333333333,-76.4122666666667
3236,GID_4453,37.26745,-76.4282833333333
3237,GID_4454,38.57845,-76.43221
3238,GID_4455,38.88029,-76.4407
3239,GID_4456,36.9780166666667,-76.4505166666667
3240,GID_4457,36.9476146666667,-76.4516786666667
3241,GID_4458,38.82701,-76.46387
3242,GID_4459,36.9710886666667,-76.4688401666667
3243,GID_4460,37.24705,-76.4705666666667
3244,GID_4461,37.0161356666667,-76.471553
3245,GID_4462,38.80907,-76.47256
3246,GID_4463,37.0113333333333,-76.4728166666667
3247,GID_4464,37.257,-76.47635
3248,GID_4466,37.0152,-76.4811666666667
3249,GID_4467,37.0140333333333,-76.4823166666667
3250,GID_4468,38.33997,-76.48605
3251,GID_4469,39.19041,-76.49053
3252,GID_4470,38.8019,-76.49159
3253,GID_4471,38.5383,-76.50228
3254,GID_4472,38.5558,-76.50229
3255,GID_4473,38.39433,-76.50338
3256,GID_4474,37.2450333333333,-76.5042166666667
3257,GID_4475,38.64075,-76.50845
3258,GID_4476,38.92302,-76.50906
3259,GID_4477,38.77943,-76.51167
3260,GID_4478,38.86559,-76.51367
3261,GID_4486,39.25523,-76.60058
3262,GID_4487,38.42516,-76.60163
3263,GID_4488,38.49986,-76.67142
3264,GID_4491,38.70016,-76.69475
3265,GID_4492,34.9751833333333,-76.8382166666667
3266,GID_4493,35.02905,-76.94205
3267,GID_4494,35.0742,-77.0029
3268,GID_4495,35.1348,-77.0488833333333
3269,GID_4496,35.1584333333333,-77.0755833333333
3270,GID_4497,35.1717333333333,-77.0873166666667
3271,GID_4498,35.1918166666667,-77.1063166666667
3272,GID_4499,35.2211166666667,-77.15285
3273,GID_4501,33.4685333333333,-79.1575666666667
3274,GID_4502,33.2024666666667,-79.1802666666667
3275,GID_4503,33.2549666666667,-79.2172
3276,GID_4504,33.7362666666667,-79.2239833333333
3277,GID_4505,33.4084666666667,-79.251129
3278,GID_4506,33.2845,-79.2548
3279,GID_4507,33.4769166666667,-79.2708333333333
3280,GID_4508,33.3534833333333,-79.2720666666667
3281,GID_4509,33.3021333333333,-79.2799833333333
3282,GID_4518,32.5565166666667,-80.3397666666667
3283,GID_4519,32.539446,-80.348539
3284,GID_4520,32.539446,-80.348539
3285,GID_4521,32.539446,-80.348539
3286,GID_4522,32.539446,-80.348539
3287,GID_4523,32.539446,-80.348539
3288,GID_4524,32.539446,-80.348539
3289,GID_4525,32.539446,-80.348539
3290,GID_4526,32.539446,-80.348539
3291,GID_4527,32.4844666666667,-80.3516666666667
3292,GID_4528,32.4844666666667,-80.3516666666667
3293,GID_4532,32.5221,-80.36915
3294,GID_4534,32.4553,-80.3736
3295,GID_4535,32.4332,-80.3769333333333
3296,GID_4537,32.5691666666667,-80.3897222222222
3297,GID_4538,32.5969,-80.39395
3298,GID_4539,32.5925,-80.3958333333333
3299,GID_4540,32.64735,-80.39685
3300,GID_4541,32.5227166666667,-80.4089833333333
3301,GID_4542,32.5406333333333,-80.4091666666667
3302,GID_4543,32.6086166666667,-80.4111
3303,GID_4544,32.6668333333333,-80.4184
3304,GID_4545,32.6897,-80.4202666666667
3305,GID_4546,32.4879666666667,-80.4225388888889
3306,GID_4550,32.4632166666667,-80.4431861111111
3307,GID_4551,32.54665,-80.4518
3308,GID_4554,32.4472444444444,-80.4598861111111
3309,GID_4557,32.6207777777778,-80.4676388888889
3310,GID_4558,32.4861833333333,-80.4778055555556
3311,GID_4559,32.5681166666667,-80.4977833333333
3312,GID_4560,32.6636666666667,-80.4984444444444
3313,GID_4561,32.5966666666667,-80.4984833333333
3314,GID_4564,32.7009722222222,-80.5186944444444
3315,GID_4565,32.5060833333333,-80.5308583333333
3316,GID_4632,31.32062,-81
3317,GID_4640,31.8311666666667,-81.0364166666667
3318,GID_4655,31.8576333333333,-81.0982666666667
3319,GID_4658,31.5236,-81.1153333333333
3320,GID_4664,31.5301333333333,-81.13315
3321,GID_4665,31.85695,-81.1423333333333
3322,GID_4666,31.8850666666667,-81.1568833333333
3323,GID_4681,31.5413908333333,-81.206374
3324,GID_4683,31.5414435,-81.2068805
3325,GID_4684,31.541386,-81.2068805833333
3326,GID_4685,31.5413193666667,-81.2068808333333
3327,GID_4686,31.54139,-81.2068825
3328,GID_4687,31.5414438333333,-81.20689765
3329,GID_4688,31.5412443333333,-81.2069048333333
3330,GID_4689,31.541225,-81.20693
3331,GID_4690,31.5413283333333,-81.2070735
3332,GID_4691,31.54152,-81.2070783333333
3333,GID_4692,31.541038,-81.2070883333333
3334,GID_4693,31.540934,-81.207307
3335,GID_4694,31.5429333333333,-81.2078833333333
3336,GID_4695,31.5408933333333,-81.207915
3337,GID_4703,31.90325,-81.2265166666667
3338,GID_4704,31.9009166666667,-81.22755
3339,GID_4709,31.3636333333333,-81.2432
3340,GID_4711,31.54375,-81.2490666666667
3341,GID_4716,31.9286166666667,-81.2574166666667
3342,GID_4717,31.9180833333333,-81.2650666666667
3343,GID_4718,31.4900666666667,-81.26535
3344,GID_4719,27.833885,-81.265612
3345,GID_4721,31.489,-81.2678333333333
3346,GID_4723,31.4791666666667,-81.27315
3347,GID_4724,31.4803611111111,-81.2732777777778
3348,GID_4725,31.479051,-81.27337
3349,GID_4726,31.478799,-81.273414
3350,GID_4727,31.4717,-81.2737666666667
3351,GID_4729,31.4613888888889,-81.2778888888889
3352,GID_4730,31.4607166666667,-81.27825
3353,GID_4731,31.459583,-81.279647
3354,GID_4732,31.39631,-81.280065
3355,GID_4733,31.9445166666667,-81.2801833333333
3356,GID_4734,31.4344833333333,-81.2813
3357,GID_4738,31.43195,-81.2868833333333
3358,GID_4739,31.9744833333333,-81.2870166666667
3359,GID_4740,31.43185,-81.2870666666667
3360,GID_4741,31.9437166666667,-81.2872833333333
3361,GID_4743,31.9437333333333,-81.2873
3362,GID_4745,31.31824,-81.29129
3363,GID_4746,31.440994,-81.291303
3364,GID_4747,31.9787833333333,-81.29175
3365,GID_4748,31.4405666666667,-81.2921833333333
3366,GID_4749,31.4269,-81.29465
3367,GID_4750,31.4220833333333,-81.2956944444444
3368,GID_4751,31.4194166666667,-81.2959333333333
3369,GID_4754,31.97985,-81.2977
3370,GID_4755,31.416709,-81.29799
3371,GID_4756,31.4025833333333,-81.2986666666667
3372,GID_4757,31.3958333333333,-81.2991666666667
3373,GID_4758,31.4722833333333,-81.2995333333333
3374,GID_4759,31.5146333333333,-81.2998833333333
3375,GID_4760,31.40398,-81.30392
3376,GID_4761,31.44505,-81.3042833333333
3377,GID_4762,31.9807833333333,-81.3058666666667
3378,GID_4763,31.9904333333333,-81.3078166666667
3379,GID_4765,31.4103166666667,-81.3099166666667
3380,GID_4766,31.9952833333333,-81.3102
3381,GID_4767,31.4096666666667,-81.3103888888889
3382,GID_4768,31.32305,-81.31452
3383,GID_4769,31.3207,-81.3169833333333
3384,GID_4770,31.4832333333333,-81.3180333333333
3385,GID_4773,31.4217166666667,-81.31965
3386,GID_4774,31.9783833333333,-81.3222833333333
3387,GID_4775,31.5014,-81.3231333333333
3388,GID_4776,31.50025,-81.3242333333333
3389,GID_4777,31.4635833333333,-81.3242333333333
3390,GID_4778,32.0258833333333,-81.3252166666667
3391,GID_4779,31.9835,-81.3266
3392,GID_4780,31.9878333333333,-81.3379833333333
3393,GID_4781,31.4379166666667,-81.3394833333333
3394,GID_4783,31.31507,-81.34395
3395,GID_4785,31.4478666666667,-81.3534833333333
3396,GID_4787,31.31464,-81.35723
3397,GID_4790,31.3215,-81.3688333333333
3398,GID_4794,31.2846111111111,-81.3864166666667
3399,GID_4795,31.31709,-81.38668
3400,GID_4796,31.2848,-81.38685
3401,GID_4797,31.1313833333333,-81.3979666666667
3402,GID_4799,31.30285,-81.3986333333333
3403,GID_4800,31.3051166666667,-81.39885
3404,GID_4801,31.30398,-81.40008
3405,GID_4802,31.31179,-81.40742
3406,GID_4804,31.3125666666667,-81.42505
3407,GID_4805,31.231455,-81.429949
3408,GID_4806,31.3134666666667,-81.4355166666667
3409,GID_4808,31.3556333333333,-81.4431166666667
3410,GID_4809,31.3373833333333,-81.4488833333333
3411,GID_4810,31.3378611111111,-81.4494166666667
3412,GID_4812,31.33114,-81.45996
3413,GID_4813,30.7105,-81.4611666666667
3414,GID_4814,31.3341388888889,-81.4632777777778
3415,GID_4816,31.3392833333333,-81.4723666666667
3416,GID_4818,31.3351,-81.47466
3417,GID_4819,31.3448,-81.4785166666667
3418,GID_4820,30.7209166666667,-81.4803333333333
3419,GID_4822,30.7225833333333,-81.5051166666667
3420,GID_4823,30.72275,-81.5063611111111
3421,GID_4824,30.7135833333333,-81.5343611111111
3422,GID_4827,30.71281,-81.5427
3423,GID_4828,30.71955,-81.5505333333333
3424,GID_4829,30.7236833333333,-81.55075
3425,GID_4830,30.7114166666667,-81.5583888888889
3426,GID_4831,30.7168333333333,-81.5621666666667
3427,GID_4832,30.9755333333333,-81.5730166666667
3428,GID_4833,30.72291,-81.57801
3429,GID_4834,30.71905,-81.5934
3430,GID_4835,29.6401833333333,-81.5957333333333
3431,GID_4837,30.7295166666667,-81.6045
3432,GID_4838,30.7245333333333,-81.6057
3433,GID_4839,30.72272,-81.6062
3434,GID_4841,30.72275,-81.6153611111111
3435,GID_4844,29.6436333333333,-81.63085
3436,GID_4846,30.732167,-81.63921
3437,GID_4847,30.732167,-81.63921
3438,GID_4848,29.5973833333333,-81.6413833333333
3439,GID_4849,30.9845,-81.6443166666667
3440,GID_4850,30.7428333333333,-81.6520833333333
3441,GID_4851,30.74925,-81.6569
3442,GID_4855,30.168674,-81.6735207
3443,GID_4862,29.5952,-81.6787
3444,GID_4863,29.5163666666667,-81.6795666666667
3445,GID_4864,30.9535,-81.67965
3446,GID_4865,29.4883833333333,-81.6801
3447,GID_4866,30.0728666666667,-81.68065
3448,GID_4867,30.0728666666667,-81.68065
3449,GID_4868,30.1493666666667,-81.6884666666667
3450,GID_4869,29.5708666666667,-81.6939166666667
3451,GID_4870,29.5360333333333,-81.6968666666667
3452,GID_4871,30.1386166666667,-81.7289833333333
3453,GID_4872,30.7488,-81.73021
3454,GID_4873,30.9687333333333,-81.7405333333333
3455,GID_4874,30.1023,-81.7479333333333
3456,GID_4875,30.1138666666667,-81.7579333333333
3457,GID_4876,30.76186,-81.77964
3458,GID_4877,30.9704333333333,-81.7859
3459,GID_4878,30.786767,-81.795176
3460,GID_4879,30.9437833333333,-81.8188666666667
3461,GID_4880,30.9046166666667,-81.8290666666667
3462,GID_4881,30.8890333333333,-81.8537666666667
3463,GID_4883,26.9603166666667,-82.0139833333333
3464,GID_4884,26.95155,-82.0504
3465,GID_4885,26.9051333333333,-82.1218833333333
3466,GID_4887,26.9541,-82.2043
3467,GID_4890,27.1023,-82.4432166666667
3468,GID_4891,27.116179,-82.453738
3469,GID_4892,27.1096166666667,-82.4545666666667
3470,GID_4893,27.1172833333333,-82.4666833333333
3471,GID_4894,27.1388833333333,-82.4707
3472,GID_4895,27.1509666666667,-82.4824333333333
3473,GID_4896,29.79465,-84.086274
3474,GID_4898,29.72205,-84.78075
3475,GID_4899,29.72165,-84.7828833333333
3476,GID_4900,29.7482988888889,-84.8004125
3477,GID_4901,29.7372333333333,-84.8155333333333
3478,GID_4902,29.7365,-84.8165
3479,GID_4903,29.7188761111111,-84.8540919444444
3480,GID_4904,29.6709166666667,-84.8731166666667
3481,GID_4905,29.79395206,-84.8751825
3482,GID_4906,29.78566,-84.87557
3483,GID_4907,29.7834488888889,-84.8758072222222
3484,GID_4908,29.78495,-84.8761666666667
3485,GID_4909,29.6715666666667,-84.8787833333333
3486,GID_4910,29.67175,-84.8789666666667
3487,GID_4911,29.7023333333333,-84.8798666666667
3488,GID_4912,29.7022666666667,-84.8802
3489,GID_4913,29.77025,-84.8837666666667
3490,GID_4914,29.77359,-84.88818
3491,GID_4915,29.75145,-84.8996666666667
3492,GID_4916,29.7511333333333,-84.90035
3493,GID_4917,29.754,-84.906
3494,GID_4918,29.7811666666667,-84.9094833333333
3495,GID_4919,29.6332744444444,-84.9101858333333
3496,GID_4920,29.76344047,-84.91714225
3497,GID_4921,29.7051166666667,-84.9263666666667
3498,GID_4922,29.7037166666667,-84.92785
3499,GID_4923,29.6254166666667,-84.9282333333333
3500,GID_4924,29.6494219444444,-84.929555
3501,GID_4925,29.6270833333333,-84.9318
3502,GID_4926,29.6503333333333,-84.9321166666667
3503,GID_4927,29.64825,-84.9329666666667
3504,GID_4928,29.69918773,-84.93476788
3505,GID_4929,29.74264615,-84.93579931
3506,GID_4930,29.7269333333333,-84.9364666666667
3507,GID_4931,29.7252833333333,-84.93775
3508,GID_4932,29.73897839,-84.94373963
3509,GID_4933,29.6302411111111,-84.9483813888889
3510,GID_4934,29.73192,-84.95264
3511,GID_4939,29.71506411,-84.97231382
3512,GID_4943,29.72774,-84.97939
3513,GID_4944,29.70197,-84.98497
3514,GID_4945,29.6478166666667,-84.9943
3515,GID_4949,29.74705,-85.0048833333333
3516,GID_4950,29.7470166666667,-85.0049333333333
3517,GID_4951,29.6915611111111,-85.0099963888889
3518,GID_4952,29.6113,-85.0154
3519,GID_4953,29.6108166666667,-85.0164
3520,GID_4956,29.6086538888889,-85.0170566666667
3521,GID_4957,29.6086538888889,-85.0170566666667
3522,GID_4958,29.70201871,-85.0196972222222
3523,GID_4959,29.68332,-85.02316
3524,GID_4960,29.67117,-85.044698
3525,GID_4961,29.6380833333333,-85.0483833333333
3526,GID_4962,29.6381666666667,-85.0484666666667
3527,GID_4963,29.7003841666667,-85.0561461111111
3528,GID_4964,29.6394872222222,-85.0846761111111
3529,GID_4965,29.6270333333333,-85.08565
3530,GID_4966,29.6256,-85.08765
3531,GID_4967,29.7035355555556,-85.1073205555555
3532,GID_4968,29.6976180555556,-85.1804555555556
3533,GID_4969,29.8275666666667,-85.3207666666667
3534,GID_4970,29.86005,-85.3825
3535,GID_4972,39.83785,-86.3044666666667
3536,GID_4973,39.8618166666667,-86.3048333333333
3537,GID_4974,39.84905,-86.3059666666667
3538,GID_4975,39.8731666666667,-86.3071833333333
3539,GID_4976,39.8442666666667,-86.3087
3540,GID_4977,39.83205,-86.3146333333333
3541,GID_4990,30.3131466666667,-88.2645288888889
